president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,3/23/2022,5/11/2021,5/12/2021,Ipsos,B-,1005,a,.67390961,0,55.91,38.48,54.508193,39.690738,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2013%202021.pdf,74801,142329,5/13/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/10/2021,5/16/2021,Morning Consult,B,45000,a,.13478539,0,54,37,53.069948,40.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74825,142448,5/20/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/11/2021,5/17/2021,Morning Consult,B,45000,a,.13439477,0,54,37,53.069948,40.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74826,142449,5/20/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/12/2021,5/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,51,48,53.040379,42.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74809,142352,5/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/12/2021,5/15/2021,Morning Consult,B,2200,a,.04599288,0,56,38.5,55.069948,41.711739,*,"",https://morningconsult.com/2021/05/18/nba-fan-poll-play-in-tournament/,74815,142366,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/12/2021,5/18/2021,Morning Consult,B,45000,a,.13393779,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74827,142450,5/20/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/14/2021,5/16/2021,Morning Consult,B,2200,a,.04583649,0,56,36,55.069948,39.211739,"","",https://morningconsult.com/2021/05/20/gas-prices-electric-vehicles-poll/,74820,142443,5/20/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/13/2021,5/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,50,48,52.040379,42.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74811,142359,5/18/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/12/2021,5/18/2021,McLaughlin & Associates,C/D,1000,lv,.76990828,0,56,43,55.19105,41.671103,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/05/National-Monthly-Omnibus-MAY-Release-1.pdf,74819,142423,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/14/2021,5/17/2021,Morning Consult,B,1992,rv,.04148485,0,54,42,53.069948,45.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/05/19073309/210579_crosstabs_POLITICO_RVs_v1_SH.pdf,74816,142367,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/14/2021,5/17/2021,Echelon Insights,B/C,1132,rv,1.279974,0,56,42,54.71889,41.794145,"","",https://echeloninsights.com/in-the-news/may-omnibus-political/,74836,142476,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/14/2021,5/17/2021,Morning Consult,B,2200,a,.0458166,0,56,38,55.069948,41.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/05/17165355/210578_crosstabs_MC_HEALTH_Adults_v1_SH-1.pdf,74814,142365,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/13/2021,5/19/2021,Morning Consult,B,45000,a,.13387966,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74856,142613,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/16/2021,5/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,51,48,53.040379,42.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74818,142422,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/15/2021,5/18/2021,YouGov,B+,1500,a,.87359714,0,51,41,52.263649,41.659628,"","",https://docs.cdn.yougov.com/hhr4zbf09s/econTabReport.pdf,74817,142394,5/19/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/14/2021,5/20/2021,Morning Consult,B,45000,a,.13414615,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74857,142614,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/17/2021,5/19/2021,Morning Consult,B,2200,a,.04599751,0,57,38,56.069948,41.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/21183910/210581_crosstabs_MC_FINANCE_ESGS_Adults_v1_LM.pdf,74984,142907,6/24/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/17/2021,5/19/2021,HarrisX,B+,1889,rv,1.5766348,0,60,40,56.411615,41.302973,"","",https://thehill.com/hilltv/what-americas-thinking/554855-poll-60-percent-approve-of-biden-as-president,74839,142501,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/15/2021,5/21/2021,Morning Consult,B,45000,a,.13440831,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74858,142615,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/17/2021,5/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,52,46,54.040379,40.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74829,142453,5/20/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/17/2021,5/20/2021,American Research Group,C+,1100,a,1.1012644,0,57,37,55.36508,38.491595,"","",https://americanresearchgroup.com/economy/,74837,142480,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/18/2021,5/20/2021,Morning Consult,B,1994,rv,.04189152,0,59,38,58.069948,41.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/01103557/210582_crosstabs_MC_WASHINGTON_RVs_v1_SH.pdf,74876,142658,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/18/2021,5/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,52,46,54.040379,40.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74834,142469,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/16/2021,5/22/2021,Morning Consult,B,45000,a,.1350565,0,54,39,53.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74859,142616,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/20/2021,5/20/2021,John Zogby Strategies/EMI Research Solutions,B/C,1011,lv,1.2352472,0,59,40,57.491562,40.493804,"","",https://johnzogbystrategies.com/the-zogby-report-real-and-unscripted-episode-69-05-21-21/,74838,142500,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/17/2021,5/23/2021,Morning Consult,B,45000,a,.13569354,0,54,39,53.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74860,142617,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/19/2021,5/20/2021,Ipsos,B-,1004,a,.67659771,0,55.87,39.12,54.468193,40.330738,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021,74831,142458,5/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/19/2021,5/20/2021,Harris Poll,B+,973,rv,1.3413471,0,61.5,37,59.807186,37.624378,*,"",https://drive.google.com/file/d/1sfco26GFice4F9rXB58xLSMjM7-w-NqM/view,74844,142515,5/25/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/19/2021,5/22/2021,Morning Consult,B,2200,a,.04665758,0,56,38,55.069948,41.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/16171008/210591_crosstabs_MC_ENTERTAINMENT_AVOD_STREAMING_Adults_v1_NP.pdf,74962,142820,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/18/2021,5/24/2021,Quinnipiac University,A-,1316,a,1.904153,0,49,41,52.427513,40.622197,"","",https://poll.qu.edu/poll-release?releaseid=3810,74854,142584,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/18/2021,5/24/2021,Morning Consult,B,45000,a,.13633709,0,54,39,53.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74861,142618,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/19/2021,5/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,54,43,56.040379,37.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74842,142513,5/24/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/21/2021,5/23/2021,Léger,B/C,1002,a,.87266939,0,51,38,50.753585,37.688307,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,74850,142550,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/20/2021,5/24/2021,Navigator Research,B/C,1204,rv,.98036495,0,53,44,52.155484,43.280715,"","",https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-Toplines-05.25.2021.pdf,74849,142549,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/20/2021,5/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,54,44,56.040379,38.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74848,142548,5/25/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/19/2021,5/25/2021,Morning Consult,B,45000,a,.13739132,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74862,142619,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.04735354,0,54,39,53.069948,42.211739,"","",https://morningconsult.com/2021/06/01/ad-supported-streaming-services/,74871,142651,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/20/2021,5/26/2021,Morning Consult,B,45000,a,.13837075,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74880,142676,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.04735354,0,55,40,54.069948,43.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/05/25072929/210595_crosstabs_POLITICO_Adults_v1_SH.pdf,74845,142516,5/25/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/23/2021,5/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,55,43,57.040379,37.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74852,142579,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/21/2021,5/27/2021,Morning Consult,B,45000,a,.1401505,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74881,142677,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/22/2021,5/25/2021,Beacon Research/Shaw & Company Research,A,1003,rv,1.7769871,0,54,42,52.573604,41.382559,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/05/Fox-News-Poll.pdf,74855,142609,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/22/2021,5/25/2021,YouGov,B+,1500,a,.87774726,0,52,39,53.263649,39.659628,"","",https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142551,5/26/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/22/2021,5/26/2021,Cor Services,"",519,lv,.53899161,0,51,42,53.249128,40.480292,"","",https://excellenceinpolling.com/wp-content/uploads/2021/07/2021-Biden-Approval-Numbers-crosstabs-7-20-21.pdf,75813,144590,8/31/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/24/2021,5/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,53,45,55.040379,39.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74863,142620,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/22/2021,5/28/2021,Morning Consult,B,45000,a,.14182454,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74882,142678,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/24/2021,5/26/2021,YouGov,B+,1588,a,.92571556,0,49,41,50.263649,41.659628,"","",https://docs.cdn.yougov.com/zjdg6ujrzh/20210526_yahoo_vaccine_tabs.pdf,74869,142645,5/28/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/25/2021,5/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,55,43,57.040379,37.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74870,142650,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/23/2021,5/29/2021,Morning Consult,B,45000,a,.14336402,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74883,142679,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/26/2021,5/27/2021,Ipsos,B-,1005,a,.61719729,0,51.57,44.01,50.168193,45.220738,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2027%202021.pdf,74868,142625,5/27/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/26/2021,5/28/2021,TIPP Insights,A+,1305,a,2.4174931,0,53,32,53.690134,36.459499,"","",https://www.investors.com/politics/president-biden-honeymoon-with-voters-rolls-into-june-tying-obama-ibd-tipp/,74875,142656,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/24/2021,5/30/2021,Morning Consult,B,45000,a,.14414808,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74884,142680,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/25/2021,5/29/2021,Morning Consult,B,2199,a,.04930825,0,56,37,55.069948,40.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/17160824/2105116_crosstabs_MC_TECH_Adults_v3_NP-2.pdf,74967,142833,6/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/26/2021,5/27/2021,Zogby Analytics,B-,868,lv,1.0799866,0,60,37,57.345833,38.631743,"","",https://zogbyanalytics.com/news/1029-the-zogby-poll-summer-of-biden-biden-s-job-approval-remains-unchanged-the-president-may-be-making-new-inroads-with-rural-and-older-voters,75277,143551,7/21/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/25/2021,5/31/2021,Morning Consult,B,45000,a,.14499705,0,54,38,53.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74885,142681,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/26/2021,5/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,53,45,55.040379,39.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74873,142654,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/26/2021,6/1/2021,Morning Consult,B,45000,a,.14585723,0,53,38,52.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74886,142682,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/27/2021,5/31/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,53,45,55.040379,39.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74874,142655,6/1/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/27/2021,6/2/2021,Morning Consult,B,45000,a,.14641044,0,53,38,52.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74905,142727,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/29/2021,6/1/2021,YouGov,B+,1500,a,.94237754,0,50,40,51.263649,40.659628,"","",https://docs.cdn.yougov.com/4876sp4niu/econTabReport.pdf,74878,142667,6/2/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/28/2021,6/3/2021,Morning Consult,B,45000,a,.14678332,0,53,38,52.069948,41.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74906,142728,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/30/2021,6/1/2021,HarrisX,B+,1893,rv,1.4435584,0,61,39,57.411615,40.302973,"","",https://thehill.com/hilltv/what-americas-thinking/556839-poll-biden-approval-holds-steady-at-61-percent,74892,142693,6/4/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/30/2021,6/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,51,48,53.040379,42.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74879,142672,6/2/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/29/2021,6/4/2021,Morning Consult,B,45000,a,.14715814,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74907,142729,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/31/2021,6/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,50,49,52.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74888,142684,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/1/2021,6/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.2072251,0,49,49,51.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74891,142692,6/4/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/30/2021,6/5/2021,Morning Consult,B,45000,a,.14710005,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74908,142730,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,5/31/2021,6/6/2021,Morning Consult,B,45000,a,.14700959,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74909,142731,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/2/2021,6/3/2021,Ipsos,B-,1005,a,.55703781,0,53.57,42.33,52.168193,43.540738,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-06/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2003%202021.pdf,74890,142689,6/3/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/2/2021,6/5/2021,Cor Services,"",519,lv,.53899161,0,50,42,52.249128,40.480292,"","",https://excellenceinpolling.com/wp-content/uploads/2021/07/2021-Biden-Approval-Numbers-crosstabs-7-20-21.pdf,75814,144594,8/31/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/3/2021,6/5/2021,RMG Research,B-,1200,rv,1.3087129,0,55,39,54.340437,39.876185,"","",https://scottrasmussen.com/biden-approval-at-55/,74897,142702,6/8/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/2/2021,6/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12450832,0,48,49,50.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74893,142697,6/7/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/1/2021,6/7/2021,Morning Consult,B,45000,a,.14651722,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74910,142732,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/3/2021,6/7/2021,The Bullfinch Group,"",1200,a,1.071708,0,54,41,52.910231,41.972719,"","",https://projects.fivethirtyeight.com/polls/20211115_US_BullfinchQ2.pdf,77570,149883,11/15/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/4/2021,6/6/2021,Léger,B/C,1004,a,.87395858,0,51,38,50.753585,37.688307,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-7th-2021_v3.pdf,74895,142699,6/8/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/3/2021,6/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37180208,0,49,49,51.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74896,142701,6/8/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/2/2021,6/8/2021,Morning Consult,B,45000,a,.1460049,0,52,39,51.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74911,142733,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/4/2021,6/7/2021,Morning Consult,B,1990,rv,.04502911,0,52,43,51.069948,46.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09050746/210636_crosstabs_POLITICO_RVs_v1_LM.pdf,74894,142698,6/8/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/4/2021,6/8/2021,Morning Consult,B,2200,a,.04978092,0,51,41,50.069948,44.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09162650/210631_crosstabs_MC_BRANDS_PRIDE_MONTH_Adults-1.pdf,74912,142734,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/3/2021,6/9/2021,Morning Consult,B,45000,a,.14546373,0,52,39,51.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74955,142813,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/4/2021,6/7/2021,Morning Consult,B,2200,a,.04978092,0,54,40,53.069948,43.211739,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09074309/210637_crosstabs_MC_HEALTH_LAB_LEAK_Adults-1.pdf,74901,142714,6/9/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/4/2021,6/10/2021,Morning Consult,B,45000,a,.14600025,0,52,39,51.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74956,142814,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/6/2021,6/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20646774,0,51,48,53.040379,42.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74902,142717,6/9/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/6/2021,6/8/2021,YouGov,B+,1500,a,.93934132,0,50,40,51.263649,40.659628,"","",https://docs.cdn.yougov.com/y3gecetbxy/econTabReport.pdf,74903,142718,6/9/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/5/2021,6/11/2021,Morning Consult,B,45000,a,.14632737,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74957,142815,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/5/2021,6/10/2021,Lake Research Partners/The Tarrance Group,A/B,1000,rv,1.4421897,0,52,45,51.840726,44.028233,"","",https://politics.georgetown.edu/battleground-poll/june-2021/,74949,142784,6/15/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/7/2021,6/9/2021,HarrisX,B+,1885,rv,1.5306672,0,61,39,57.411615,40.302973,"","",https://thehill.com/hilltv/what-americas-thinking/558011-poll-56-percent-approve-of-bidens-handling-of-foreign-affairs,74927,142752,6/11/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/7/2021,6/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20721277,0,52,47,54.040379,41.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74913,142735,6/10/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/7/2021,6/10/2021,The Winston Group,A/B,1000,rv,1.6152162,0,54,38,53.452502,40.565641,"","",https://www.winningtheissues.org/wp-content/uploads/2021/08/Winning-the-Issues-June-2021-National-Survey.pdf,75475,143971,8/6/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/8/2021,6/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20762196,0,49,49,51.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74924,142751,6/11/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/6/2021,6/12/2021,Morning Consult,B,45000,a,.14624713,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74958,142816,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/7/2021,6/13/2021,Morning Consult,B,45000,a,.14614206,0,53,39,52.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74959,142817,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/1/2021,6/18/2021,Gallup,B+,1012,a,1.5369563,0,56,42,55.988818,41.05786,"","",https://news.gallup.com/poll/351521/job-approval-biden-steady-congress-down.aspx,74978,142878,6/22/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/9/2021,6/10/2021,Ipsos,B-,1004,a,.36628484,0,54.95,40.26,53.548193,41.470738,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,74923,142748,6/11/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/8/2021,6/14/2021,Morning Consult,B,45000,a,.14601208,0,52,39,51.069948,42.211739,"",T,https://morningconsult.com/form/global-leader-approval/,74960,142818,6/17/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/9/2021,6/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12475702,0,49,50,51.040379,44.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74929,142760,6/14/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/10/2021,6/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.3727117,0,49,49,51.040379,43.216619,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74948,142783,6/15/2021,16:23:18 23 Mar 2022
Joe Biden,All polls,3/23/2022,6/9/2021,6/14/2021,Monmouth University,A,810,a,1.5323443,0,48,43,49.008056,43.196888,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_061621/,74954,142806,6/16/2021,16:23:18 23 Mar 2022
